 0 0,12
 1 7 1 7,12
 0 0,13
 0 0,12
 1 7 1 7,12
 0 0,12
 0 0,12
 1 7 1 7,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 1 7 1 7,12
 1 7 1 7,12
 1 7 1 7,12
 1 7 1 7,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 1 7 1 7,13
 1 7 1 7,12
 1 7 1 7,12
 0 0,12
 1 7 1 7,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 0 0,12
 1 7 1 7,12
 0 0,12
 1 7 1 7,13
 1 7 1 7,12
 1 7 1 7,13
 1 7 1 7,12
 1 7 1 7,12
 0 0,12
 1 7 1 7,12
 1 7 1 7,9
 1 7 1 7,12
 1 7 1 7,12
 1 7 1 7,12
 0 0,12
 0 0,12
